,Attribute,Label,Description,Required,Cond_Req,Valid Values,Conditional Requirements,Component
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'OtherReadLengthUnits', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI']",,Microbiome
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['NexteraXT', 'Ultralow Methyl-Seq', 'OtherLibraryPreparationMethod', 'Not collected', 'NEBNext', 'SMRTbell', '10x', 'Not applicable', 'Accel-NGS 2S Plus', 'Not Specified', 'Accel-NGS Methyl-Seq', 'Smart-seq1', 'Smart-seq4', 'TruSeq', 'CEL-seq', 'Unknown', 'sac-seq', 'Omni-ATAC', 'Drop-Seq', 'Smart-seq2']",,Microbiome
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HiSeq X', 'Olympus DP80', 'Q Exative HF', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina Omni2pt5M', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'OtherTechnologyPlatformVersion', 'Chromium X', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HiSeq 4000', 'Illumina HiSeq 3000', 'PacBio RS II', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'PacBio Sequel II System', 'Illumina HumanOmniExpress-24 v1.2 BeadChip', 'Not collected', 'scale', 'Illumina Omni5M', 'Spectramax M Series', 'Perlegen 300Karray', 'Infinium HumanOmniExpressExome', 'Illumina HumanMethylation450', 'Illumina NovaSeq 6000', 'Cherry Imaging FACE Platform', 'Not applicable', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina Human660W-Quad v1.0 BeadChip', 'Illumina HumanOmni1-Quadv1.0', 'Nanostring Counter', 'Bionano Irys', 'Cherry Imaging TRACE Platform', 'Illumina 1M', 'Illumina HiSeq 2000', 'Illumina h650', 'Illumina HiSeq 2500', 'Vevo 3100 Imaging System', 'Not Specified', 'Orbitrap Fusion Lumos Tribrid', 'LifeViz Micro System', 'Zeiss LSM 980', 'Vectra H1 3D Imaging System', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'LI-COR Odyssey CLx', 'LTQ Orbitrap XL', 'LifeViz Infinity System', 'PacBio Sequel IIe System', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'Illumina HumanHap300', 'Illumina NextSeq 550', 'Illumina Genome Analyzer IIx', 'Nanostring GeoMx', 'Unknown', '10x Visium Spatial Gene Expression', 'EnVision 2103 Multiplate Reader', 'Illumina NextSeq 2000', 'Affymetrix U133AB', 'Promega GloMax Discover', 'BGISEQ-500', 'Agilent 44Karray', 'Illumina WholeGenome DASL']",,Microbiome
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'Unknown', 'OtherPlatformLocation', 'Not applicable', 'Not collected']",,Microbiome
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,Microbiome
dnaBatchSizeUnit,dnaBatchSizeUnit,DnaBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'OtherDnaBatchSizeUnit', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI']",,Microbiome
specifySequencingBatchSizeUnit,specifySequencingBatchSizeUnit,SpecifySequencingBatchSizeUnit,Value is determined by the data contributor,False,,,,Microbiome
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,Microbiome
readLength,readLength,ReadLength,The length of the read,True,,,,Microbiome
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,Microbiome
specifyLibraryPrep,specifyLibraryPrep,SpecifyLibraryPrep,Value is determined by the data contributor,False,,,,Microbiome
specifyDNABatchSizeUnit,specifyDNABatchSizeUnit,SpecifyDNABatchSizeUnit,Value is determined by the data contributor,False,,,,Microbiome
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,Microbiome
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,Microbiome
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,Microbiome
libraryPrep,libraryPrep,LibraryPrep,The general strategy by which the library was prepared,True,,"['OtherLibraryPrep', 'PCRfree', 'polyAselection', 'EndItDNAEndRepairKit', 'Not collected', 'STARRSeq', 'multiome', 'DNALibraryConstruction', 'miRNAenrichment', 'MULTIseq', 'Not applicable', 'lncRNAenrichment', 'rRNAdepletion', 'cellHashing', 'SureCell', 'proximity ligation', 'Not Specified', 'totalRNA', ""Chromium Single Cell 3'"", 'Unknown', 'methylSeq', 'SPLITseq', 'KapaHyperPrep', 'amplicon']",,Microbiome
sequencingBatchID,sequencingBatchID,SequencingBatchID,"Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,Microbiome
sequencingBatchSize,sequencingBatchSize,SequencingBatchSize,The number of samples,True,,,,Microbiome
sequencingBatchSizeUnit,sequencingBatchSizeUnit,SequencingBatchSizeUnit,The unit of measurement for number of samples in a batch,True,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'OtherSequencingBatchSizeUnit', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI']",,Microbiome
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Unknown', 'OtherLibraryVersion', 'Not applicable', 'Not collected']",,Microbiome
Component,Component,Component,TBD,False,,,,Microbiome
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,Microbiome
libraryBatchID,libraryBatchID,LibraryBatchID,"Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,,,Microbiome
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Small intestine', 'DNA', 'B cell', 'Nasal lavage fluid', 'Cervical lymph nodes', 'Brachial lymph node', 'Bone', 'NK cell', 'Ileum', 'Dried Blood Spot', 'brain', 'PBMC', 'Osteoblasts', 'Vagina', 'Umbilical cord blood', 'PBL', 'Cell culture supernatant', 'Breast Milk', 'Endotracheal aspirate', 'Tumor Tissue', 'Jejunum', 'Nasopharyngeal Swab Specimen', 'Trachea', 'Leukocytes', 'Stomach', 'Cerebrospinal Fluid', 'Epithelium', 'Urinary bladder', 'Dermis', 'Popliteal lymph node', 'Synovial fluid', 'Protein', 'Synovial tissue', 'Fibroblast', 'Appendix', 'Bronchoalveolar Lavage Fluid', 'Optic Nerve', 'Pooled Sample', 'Feces', 'Carbohydrate', 'Red Blood Cell', 'Lymph node', 'Urine', 'Dendritic cell', 'Oropharyngeal Swab Specimen', 'Cord blood', 'Kidney', 'Nasal Swab or Nose Specimen', 'Placenta', 'Lung', 'Liver', 'Mesenteric lymph node', 'Nasal Swab', 'Amniotic Fluid', 'Lymphocyte', 'Pancreatic Stellate Cells', 'OtherSampleType', 'Salivary Glands', 'Plasma', 'Saliva', 'cell line', 'Spleen', 'Sputum', 'Negative Control', 'Organoids', 'Not Specified', 'Gastric lamina propria', 'Inguinal lymph node', 'Macrophage', 'Positive Control', 'Rectal Swab Specimen', 'Serum', 'Whole blood', 'Bone Marrow', 'Thymus', 'Basophils', 'Lung lymph node', 'Convalescent Plasma', 'Colon', 'Colonic Lamina Propria', 'Skin of body', 'Mouse Ear', 'Pancreas', 'Neutrophil', 'Monocyte', 'Tonsil', 'T cell', 'Lipid']",,Microbiome
totalReads,totalReads,TotalReads,Total number of sequencing reads from a library.,True,,,,Microbiome
specifyExtractionMethod,specifyExtractionMethod,SpecifyExtractionMethod,Value is determined by the data contributor,False,,,,Microbiome
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,Microbiome
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,Microbiome
dnaBatchSize,dnaBatchSize,DnaBatchSize,The number of samples,True,,,,Microbiome
runType,runType,RunType,The type of run,True,,"['singleEnd', 'pairedEnd']",,Microbiome
extractionMethod,extractionMethod,ExtractionMethod,The name of the process used to separate a desired component of an input material from the remainder,True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,Microbiome
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,Microbiome
dnaBatchID,dnaBatchID,DnaBatchID,DNA isolation batch,True,,,,Microbiome
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,RNAseq
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'OtherReadLengthUnits', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI']",,RNAseq
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['NexteraXT', 'Ultralow Methyl-Seq', 'OtherLibraryPreparationMethod', 'Not collected', 'NEBNext', 'SMRTbell', '10x', 'Not applicable', 'Accel-NGS 2S Plus', 'Not Specified', 'Accel-NGS Methyl-Seq', 'Smart-seq1', 'Smart-seq4', 'TruSeq', 'CEL-seq', 'Unknown', 'sac-seq', 'Omni-ATAC', 'Drop-Seq', 'Smart-seq2']",,RNAseq
specifyRepositoryName,specifyRepositoryName,SpecifyRepositoryName,Value is determined by the data contributor,False,,,,RNAseq
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HiSeq X', 'Olympus DP80', 'Q Exative HF', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina Omni2pt5M', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'OtherTechnologyPlatformVersion', 'Chromium X', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HiSeq 4000', 'Illumina HiSeq 3000', 'PacBio RS II', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'PacBio Sequel II System', 'Illumina HumanOmniExpress-24 v1.2 BeadChip', 'Not collected', 'scale', 'Illumina Omni5M', 'Spectramax M Series', 'Perlegen 300Karray', 'Infinium HumanOmniExpressExome', 'Illumina HumanMethylation450', 'Illumina NovaSeq 6000', 'Cherry Imaging FACE Platform', 'Not applicable', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina Human660W-Quad v1.0 BeadChip', 'Illumina HumanOmni1-Quadv1.0', 'Nanostring Counter', 'Bionano Irys', 'Cherry Imaging TRACE Platform', 'Illumina 1M', 'Illumina HiSeq 2000', 'Illumina h650', 'Illumina HiSeq 2500', 'Vevo 3100 Imaging System', 'Not Specified', 'Orbitrap Fusion Lumos Tribrid', 'LifeViz Micro System', 'Zeiss LSM 980', 'Vectra H1 3D Imaging System', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'LI-COR Odyssey CLx', 'LTQ Orbitrap XL', 'LifeViz Infinity System', 'PacBio Sequel IIe System', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'Illumina HumanHap300', 'Illumina NextSeq 550', 'Illumina Genome Analyzer IIx', 'Nanostring GeoMx', 'Unknown', '10x Visium Spatial Gene Expression', 'EnVision 2103 Multiplate Reader', 'Illumina NextSeq 2000', 'Affymetrix U133AB', 'Promega GloMax Discover', 'BGISEQ-500', 'Agilent 44Karray', 'Illumina WholeGenome DASL']",,RNAseq
referenceTranscriptID,referenceTranscriptID,ReferenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,RNAseq
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'Unknown', 'OtherPlatformLocation', 'Not applicable', 'Not collected']",,RNAseq
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,RNAseq
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,RNAseq
readLength,readLength,ReadLength,The length of the read,True,,,,RNAseq
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,RNAseq
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,RNAseq
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,RNAseq
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,RNAseq
specifyTranscriptType,specifyTranscriptType,SpecifyTranscriptType,Value is determined by the data contributor,False,,,,RNAseq
valueReported,valueReported,ValueReported,The count or gene count for the transcript,True,,,,RNAseq
repositoryName,repositoryName,RepositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",True,,"['ENA', 'FlowRepository', 'ArrayExpress', 'MassIVE', 'PRIDE', 'Not collected', 'IEDB', 'ImmPort', 'MGnify', 'Not applicable', 'MetaboLights', 'GISAID', 'NCBI Gene', 'Not Specified', 'OtherRepositoryName', 'SRA', 'dbGAP', 'GenBank', 'Ensembl', 'Metabolomics Workbench', 'Unknown', 'UniProt', 'GEO', 'Broad Single Cell Portal']",,RNAseq
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Unknown', 'OtherLibraryVersion', 'Not applicable', 'Not collected']",,RNAseq
transcriptType,transcriptType,TranscriptType,The type of transcript reported,True,,"['snRNA', 'Not Specified', 'Unknown', 'OtherTranscriptType', 'mRNA', 'lincRNA', 'Not applicable', 'Not collected']",,RNAseq
Component,Component,Component,TBD,False,,,,RNAseq
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,RNAseq
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Small intestine', 'DNA', 'B cell', 'Nasal lavage fluid', 'Cervical lymph nodes', 'Brachial lymph node', 'Bone', 'NK cell', 'Ileum', 'Dried Blood Spot', 'brain', 'PBMC', 'Osteoblasts', 'Vagina', 'Umbilical cord blood', 'PBL', 'Cell culture supernatant', 'Breast Milk', 'Endotracheal aspirate', 'Tumor Tissue', 'Jejunum', 'Nasopharyngeal Swab Specimen', 'Trachea', 'Leukocytes', 'Stomach', 'Cerebrospinal Fluid', 'Epithelium', 'Urinary bladder', 'Dermis', 'Popliteal lymph node', 'Synovial fluid', 'Protein', 'Synovial tissue', 'Fibroblast', 'Appendix', 'Bronchoalveolar Lavage Fluid', 'Optic Nerve', 'Pooled Sample', 'Feces', 'Carbohydrate', 'Red Blood Cell', 'Lymph node', 'Urine', 'Dendritic cell', 'Oropharyngeal Swab Specimen', 'Cord blood', 'Kidney', 'Nasal Swab or Nose Specimen', 'Placenta', 'Lung', 'Liver', 'Mesenteric lymph node', 'Nasal Swab', 'Amniotic Fluid', 'Lymphocyte', 'Pancreatic Stellate Cells', 'OtherSampleType', 'Salivary Glands', 'Plasma', 'Saliva', 'cell line', 'Spleen', 'Sputum', 'Negative Control', 'Organoids', 'Not Specified', 'Gastric lamina propria', 'Inguinal lymph node', 'Macrophage', 'Positive Control', 'Rectal Swab Specimen', 'Serum', 'Whole blood', 'Bone Marrow', 'Thymus', 'Basophils', 'Lung lymph node', 'Convalescent Plasma', 'Colon', 'Colonic Lamina Propria', 'Skin of body', 'Mouse Ear', 'Pancreas', 'Neutrophil', 'Monocyte', 'Tonsil', 'T cell', 'Lipid']",,RNAseq
totalReads,totalReads,TotalReads,Total number of sequencing reads from a library.,True,,,,RNAseq
readStrandOrigin,readStrandOrigin,ReadStrandOrigin,The strand from which the read originates in a strand-specific protocol,True,,"['reverse', 'forward']",,RNAseq
resultUnit,resultUnit,ResultUnit,The unit for the result value,True,,"['TPM', 'RPKM', 'Not Specified', 'FPKM']",,RNAseq
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,RNAseq
runType,runType,RunType,The type of run,True,,"['singleEnd', 'pairedEnd']",,RNAseq
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,RNAseq
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
readLengthUnits,readLengthUnits,ReadLengthUnits,The units of measurement.,True,,"['iu/l', 'pM', 'DK units/ml', 'pg/nl', 'ng/nl', 'kg', 'mg/dl', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'AFU', 'OtherReadLengthUnits', 'Pound', 'ml', 'pg/ml', 'gm', 'TCID50', 'IU', 'ug/ml', 'bpg/dl', 'IU/ml', 'ng/ml', 'NPX', 'mg', 'pg/ul', 'M', 'ug', 'umol/l', 'units/ml', 'AU/ml', 'ng/ul', 'PFU', 'HAU', 'uiu/ml', 'Not Specified', 'ug/ul', 'ng', 'MOI', 'g/l', 'pg', 'PFUe', 'pl', 'mM', 'ul', 'nM', 'mg/l', 'mg/ml', 'ng/dl', 'l', 'optical density', 'uM', 'nl', 'pg/mg creatinine', 'ug/l', 'ug/dl', 'AI']",,WholeGenomeSequencing
libraryPreparationMethod,libraryPreparationMethod,LibraryPreparationMethod,Method by which library was prepared,True,,"['NexteraXT', 'Ultralow Methyl-Seq', 'OtherLibraryPreparationMethod', 'Not collected', 'NEBNext', 'SMRTbell', '10x', 'Not applicable', 'Accel-NGS 2S Plus', 'Not Specified', 'Accel-NGS Methyl-Seq', 'Smart-seq1', 'Smart-seq4', 'TruSeq', 'CEL-seq', 'Unknown', 'sac-seq', 'Omni-ATAC', 'Drop-Seq', 'Smart-seq2']",,WholeGenomeSequencing
specifyRepositoryName,specifyRepositoryName,SpecifyRepositoryName,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HiSeq X', 'Olympus DP80', 'Q Exative HF', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina Omni2pt5M', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'OtherTechnologyPlatformVersion', 'Chromium X', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HiSeq 4000', 'Illumina HiSeq 3000', 'PacBio RS II', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'PacBio Sequel II System', 'Illumina HumanOmniExpress-24 v1.2 BeadChip', 'Not collected', 'scale', 'Illumina Omni5M', 'Spectramax M Series', 'Perlegen 300Karray', 'Infinium HumanOmniExpressExome', 'Illumina HumanMethylation450', 'Illumina NovaSeq 6000', 'Cherry Imaging FACE Platform', 'Not applicable', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina Human660W-Quad v1.0 BeadChip', 'Illumina HumanOmni1-Quadv1.0', 'Nanostring Counter', 'Bionano Irys', 'Cherry Imaging TRACE Platform', 'Illumina 1M', 'Illumina HiSeq 2000', 'Illumina h650', 'Illumina HiSeq 2500', 'Vevo 3100 Imaging System', 'Not Specified', 'Orbitrap Fusion Lumos Tribrid', 'LifeViz Micro System', 'Zeiss LSM 980', 'Vectra H1 3D Imaging System', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'LI-COR Odyssey CLx', 'LTQ Orbitrap XL', 'LifeViz Infinity System', 'PacBio Sequel IIe System', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'Illumina HumanHap300', 'Illumina NextSeq 550', 'Illumina Genome Analyzer IIx', 'Nanostring GeoMx', 'Unknown', '10x Visium Spatial Gene Expression', 'EnVision 2103 Multiplate Reader', 'Illumina NextSeq 2000', 'Affymetrix U133AB', 'Promega GloMax Discover', 'BGISEQ-500', 'Agilent 44Karray', 'Illumina WholeGenome DASL']",,WholeGenomeSequencing
referenceTranscriptID,referenceTranscriptID,ReferenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,WholeGenomeSequencing
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'Unknown', 'OtherPlatformLocation', 'Not applicable', 'Not collected']",,WholeGenomeSequencing
specifyLibraryPreparationMethod,specifyLibraryPreparationMethod,SpecifyLibraryPreparationMethod,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
readLength,readLength,ReadLength,The length of the read,True,,,,WholeGenomeSequencing
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
specifyLibraryPrep,specifyLibraryPrep,SpecifyLibraryPrep,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
specifyReadLengthUnits,specifyReadLengthUnits,SpecifyReadLengthUnits,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
specifyLibraryVersion,specifyLibraryVersion,SpecifyLibraryVersion,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
isStranded,isStranded,IsStranded,Whether or not the library is stranded.,True,,"['TRUE', 'FALSE']",,WholeGenomeSequencing
libraryPrep,libraryPrep,LibraryPrep,The general strategy by which the library was prepared,True,,"['OtherLibraryPrep', 'PCRfree', 'polyAselection', 'EndItDNAEndRepairKit', 'Not collected', 'STARRSeq', 'multiome', 'DNALibraryConstruction', 'miRNAenrichment', 'MULTIseq', 'Not applicable', 'lncRNAenrichment', 'rRNAdepletion', 'cellHashing', 'SureCell', 'proximity ligation', 'Not Specified', 'totalRNA', ""Chromium Single Cell 3'"", 'Unknown', 'methylSeq', 'SPLITseq', 'KapaHyperPrep', 'amplicon']",,WholeGenomeSequencing
specifyTranscriptType,specifyTranscriptType,SpecifyTranscriptType,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
sequencingBatchID,sequencingBatchID,SequencingBatchID,"Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,WholeGenomeSequencing
valueReported,valueReported,ValueReported,The count or gene count for the transcript,True,,,,WholeGenomeSequencing
repositoryName,repositoryName,RepositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",True,,"['ENA', 'FlowRepository', 'ArrayExpress', 'MassIVE', 'PRIDE', 'Not collected', 'IEDB', 'ImmPort', 'MGnify', 'Not applicable', 'MetaboLights', 'GISAID', 'NCBI Gene', 'Not Specified', 'OtherRepositoryName', 'SRA', 'dbGAP', 'GenBank', 'Ensembl', 'Metabolomics Workbench', 'Unknown', 'UniProt', 'GEO', 'Broad Single Cell Portal']",,WholeGenomeSequencing
libraryVersion,libraryVersion,LibraryVersion,"Library Version: for example, rnaSeq 10x library version",True,,"['Not Specified', 'Unknown', 'OtherLibraryVersion', 'Not applicable', 'Not collected']",,WholeGenomeSequencing
transcriptType,transcriptType,TranscriptType,The type of transcript reported,True,,"['snRNA', 'Not Specified', 'Unknown', 'OtherTranscriptType', 'mRNA', 'lincRNA', 'Not applicable', 'Not collected']",,WholeGenomeSequencing
Component,Component,Component,TBD,False,,,,WholeGenomeSequencing
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,WholeGenomeSequencing
rnaBatchID,rnaBatchID,RnaBatchID,"RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",True,,"['Not applicable', 'Unknown', 'Not Specified', 'Not collected']",,WholeGenomeSequencing
